市区町村名,イベント名,イベント名_カナ,イベント名_英語,カテゴリー,開始日,終了日,開始時間,終了時間,開始日時特記事項,説明,料金(基本),料金(詳細),連絡先名称,連絡先電話番号,主催者,場所名称,住所,緯度,経度,アクセス方法,駐車場情報,定員,参加申込終了日,参加申込終了時間,参加申込方法,URL,備考,郵便番号,共催・協力,参加条件_詳細,駐車場_有無,託児所_有無,託児所_詳細,画像,画像_ライセンス,画像_詳細,最終確認日
江東区,深川北スポーツセンター杯ミックスバドミントン大会,フカガワキタスポーツセンターハイミックスバドミントンタイカイ,Badminton Mix Doubles Tournament  Fukagawa-Kita Sports Center Cup,スポーツ,2020-02-09,2020-02-09,9:00,17:00,なし,男女ペアで行うバドミントン大会を開催します。,"1,800","1,800円/2人1組",深川北スポーツセンター,(03)3820-8730,公益財団法人江東区健康スポーツ公社,深川北スポーツセンター,江東区平野3-2-20,35.677172,139.805179,東京メトロ東西線木場駅徒歩10分,あり,92,2020/1/5,23:55,往復はがき、窓口、WEB申込（https://www.koto-hsc.or.jp/sports_center6/）,https://www.koto-hsc.or.jp/,2020-01-04から申込受付開始,135-0023,東京消防庁永代出張所,区内在住・在勤・在学の中学生を除く15歳以上の男女ペア,1,0,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,有明スポーツセンター　HikaruX体操大会,アリアケスポーツセンターヒカルエックスタイソウタイカイ,HIKARU-X Gymnastics competition Ariake Sports Center,その他,2020-02-11,2020-02-11,9:30,12:45,なし,アトランタ五輪体操競技日本代表の田中光さん監修による体操大会,"1,500","初級1,500円、中級1,500円、上級1,500円",有明スポーツセンター,(03)3528-0191,公益財団法人江東区健康スポーツ公社,有明スポーツセンター,江東区有明2-3-5,35.6335,139.783824,ゆりかもめお台場海浜公園駅より徒歩10分、有明テニスの森駅より徒歩15分/りんかい線国際展示場駅徒歩15分,あり,96,2020/1/31,23:55,窓口またはWEB申込（https://www5.revn.jp/koto-hsc2/）,https://www.koto-hsc.or.jp/,2020-01-04から申込受付開始,135-0063,東京消防庁永代出張所,年中、小学生（区内在住・在学優先）,1,0,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,第13回小学生スーパードッジボールKOTOチャンピオンズリーグ,ダイジュウサンカイショウガクセイスーパードッジボールコウトウチャンピオンズリーグ,13th Super-DodgeBall-Championship for Elementary School Koto-City,その他,2020-02-16,2020-02-16,9:00,15:00,なし,区内6施設のスポーツセンターで実施されている小学生スーパードッジボール地区大会の上位2チームよるチャンピオンズリーグ。,"1,500",無料,江東区スポーツ会館,(03)3649-1701,公益財団法人江東区健康スポーツ公社 / 江東区スポーツ推進委員会,江東区スポーツ会館,江東区北砂1-2-9,35.684788,139.821396,東京メトロ半蔵門線/都営地下鉄新宿線住吉駅B1番出口より徒歩12分,あり,48,2020/1/31,23:55,窓口またはWEB申込（https://www5.revn.jp/koto-hsc2/）,https://www.koto-hsc.or.jp/,2020-01-04から申込受付開始,136-0073,江東区立小学校PTA連合会、江東区スポーツ推進委員会,区内6施設のスポーツセンターで実施されている小学生スーパードッジボール地区大会の上位2チーム。,1,0,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,深川スポーツセンター杯カローリング大会,フカガワスポーツセンターハイカローリングタイカイ,Curolling Tournament Fukagawa Sports Center Cup,その他,2020-03-01,2020-03-01,9:00,15:00,なし,カローリング大会,"1,500",無料,深川スポーツセンター,(03)3820-5881,公益財団法人江東区健康スポーツ公社,深川スポーツセンター,江東区越中島1-2-18,35.670692,139.791745,東京メトロ東西線/都営地下鉄大江戸線門前仲町駅4番出口より徒歩5分,あり,48,2020/1/31,23:55,窓口またはWEB申込（https://www5.revn.jp/koto-hsc2/）,https://www.koto-hsc.or.jp/,2020-01-04から申込受付開始,135-0044,江東区立小学校PTA連合会、江東区スポーツ推進委員会,区内6施設のスポーツセンターで実施されている小学生スーパードッジボール地区大会の上位2チーム。,1,0,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,3ｘ3.ＥＸＥ　TOURNAMENT,スリーエックススリーエグゼ　トーナメント,3X3 basketball Tournament,その他,2020-03-08,2020-03-08,13:00,20:00,試合開始14：00,3ｘ3バスケの試合,"1,500",無料,深川スポーツセンター,(03)3820-5881,3ｘ3.ＥＸＥ,深川スポーツセンター,江東区越中島1-2-18,35.670692,139.791745,東京メトロ東西線/都営地下鉄大江戸線門前仲町駅4番出口より徒歩5分,あり,48,2020/1/31,23:55,窓口またはWEB申込（https://www5.revn.jp/koto-hsc2/）,https://www.koto-hsc.or.jp/,2020-01-04から申込受付開始,135-0044,公益財団法人江東区健康スポーツ公社　/　KOTO　ＰＨＯＥＮＩＸ,区内6施設のスポーツセンターで実施されている小学生スーパードッジボール地区大会の上位2チーム。,1,0,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,亀戸スポーツセンター第18回ミニバスケットボール大会,カメイドスポーツセンターダイジュウハチカイミニバスケットボールタイカイ,18th KameidoSportsCenter Elementary School teams basketball Championship,その他,2020-03-08,2020-03-08,9:00,17:00,なし,亀戸・大島地区のミニバスケットボールチームを対象とした大会,"1,500",無料,江東区亀戸スポーツセンター,(03)5609-9571,公益財団法人江東区健康スポーツ公社,亀戸スポーツセンター,江東区亀戸8-22-1,35.700432,139.836565,東武亀戸線「亀戸水神駅」下車徒歩3分,なし,14,2020/2/29,23:55,江東区バスケットボール連盟を通じて参加申込を募る,https://www.koto-hsc.or.jp/,2020-01-04から申込受付開始,136-0071,公益財団法人江東区健康スポーツ公社　/　KOTO　ＰＨＯＥＮＩＸ,男女1チームは教室参加者で構成されたチームで出場,0,0,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,深川北スポーツセンタービーチボール大会,フカガワキタスポーツセンタービーチボールタイカイ,Beachball Tournament Fukagawa-Kita Sports Center,スポーツ,2020-03-08,2020-03-08,9:00,17:00,なし,"ビーチボール大会,","1,500",無料,深川北スポーツセンター,(03)3820-8730,公益財団法人江東区健康スポーツ公社,深川北スポーツセンター,江東区平野3-2-20,35.677172,139.805179,東京メトロ東西線木場駅徒歩10分,あり,14,2020/2/29,23:55,江東区バスケットボール連盟を通じて参加申込を募る,https://www.koto-hsc.or.jp/,2020-01-04から申込受付開始,135-0023,公益財団法人江東区健康スポーツ公社　/　KOTO　ＰＨＯＥＮＩＸ,区内在住・在勤・在学の小学生以上の方,1,0,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,第4回障害者スポーツフェスタこうとう,ダイヨンカイショウガイシャスポーツフェスタコウトウ,4th Sports Festival for the physically challenged in Koto-City,その他,2020-03-20,2020-03-20,9:00,16:00,なし,ボッチャ交流大会、パラスポーツ体験、スポーツ教室、デモンストレーション、トークショーほか,"1,500",無料,江東区スポーツ会館,(03)3649-1701,公益財団法人江東区健康スポーツ公社,江東区スポーツ会館,江東区北砂1-2-9,35.684788,139.821396,東京メトロ半蔵門線/都営地下鉄新宿線住吉駅B1番出口より徒歩12分,あり,14,2020/2/29,23:55,江東区バスケットボール連盟を通じて参加申込を募る,https://www.koto-hsc.or.jp/,2020-01-04から申込受付開始,136-0073,江東区スポーツ推進委員会,どなたでも（ボッチャ交流大会のみ事前申込）,1,0,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,親子かけっこ塾,オヤコカケッコジュク,Parent and child foot race lesson,その他,2020-03-28,2020-03-28,9:00,16:00,なし,親子を対象にしたかけっこの教室,"1,500",無料,深川スポーツセンター,(03)3820-5881,公益財団法人江東区健康スポーツ公社,深川スポーツセンター,江東区越中島1-2-18,35.670692,139.791745,東京メトロ東西線/都営地下鉄大江戸線門前仲町駅4番出口より徒歩5分,あり,14,2020/2/29,23:55,江東区バスケットボール連盟を通じて参加申込を募る,https://www.koto-hsc.or.jp/,2020-01-04から申込受付開始,135-0044,江東区スポーツ推進委員会,どなたでも（ボッチャ交流大会のみ事前申込）,1,0,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,家族でヨーイドン！深川っ子運動会,カゾクデヨーイドンフカガワッコウンドウカイ,Lady Go! With my family Fukagawa children sports day,その他,2019-10-14,2019-10-14,9:00,13:30,なし,「地域と家族のふれあい」、「健康で豊かなまちづくり」をテーマにした「みんなでつくる運動会」,"1,500",無料,深川スポーツセンター,(03)3820-5881,深川っ子運動会実行委員会,深川スポーツセンター,江東区越中島1-2-18,35.670692,139.791745,東京メトロ東西線/都営地下鉄大江戸線門前仲町駅4番出口より徒歩5分,あり,14,2019/10/14,9:20,当日直接会場へ,https://www.koto-hsc.or.jp/,2020-01-04から申込受付開始,135-0044,江東区スポーツ推進委員会,どなたでも,1,0,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,全国統一かけっこチャレンジ,ゼンコクトウイツカケッコチャレンジ,All Japan kakekko challenge,その他,2021-03-28,2021-03-28,9:00,16:00,なし,子どもから大人まで参加する５０ｍ走と100ｍ走のタイムトライアルイベント,600,"600円（子供）1,100円（大人）",江東スポーツ施設運営パートナーズ,(03)3522-0846,江東スポーツ施設運営パートナーズ,江東区夢の島競技場,江東区夢の島1-1-2,35.648623,139.824323,JR新木場駅徒歩８分,あり,1000,2021/3/14,23:59,ハガキ/窓口/ネット,http://www.kakekko-japan.com/,2020-01-04から申込受付開始,136-0081,協力：江東区陸上競技協会/ 後援：スポーツ庁/企画・運営：全国統一かけっこチャレンジ事務局,5歳以上※18歳未満の方は保護者の承諾が必要※小学生以下が参加の場合は保護者同伴,0,1,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,こうとうこどもカヌー大会2019,コウトウコドモカヌータイカイニセンジュウキュウ,Koto Kids Canoe Sprint Championships 2019,スポーツ,2019-09-08,2019-09-08,9:30,15:00,なし,小学4年生から6年生を対象としたカヌースプリントレースを始め、様々なイベントを開催。,500,無料(レース参加者のみ500円),江東区地域振興部 スポーツ振興課,(03)3647-4887,江東区、江東区教育委員会,旧中川・川の駅（大島9-10）,江東区夢の島1-1-2,35.687473,139.846888,都営新宿線「東大島」駅大島口徒歩5分,なし,1000,2019/7/26,23:59,当日直接会場へ。レース参加者については申込書を郵送、持参、FAX,https://www.city.koto.lg.jp/104010/bunkasports/sports/taikai/75447.html,レース参加者は申込当選通知着後、令和元年8月25日(日曜日)までに竪川河川敷公園カヌー・カヤック場で事前体験必須。（30分／300円）,135-8383,江東区カヌー協会、（公財）江東区健康スポーツ公社、江東スポーツ施設運営パートナーズ、中川船番所資料館,小学生レース参加者については区内在住、在学の小学4年生から6年生で、竪川河川敷公園でカヌーの事前体験(有料)ができる児童,0,0,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,ファミリースポーツチャレンジ2019,ファミリースポーツチャレンジニセンジュウキュウ,Family Sports Challenge 2019,その他,2019-11-04,2019-11-04,10:00,15:00,なし,幼児から大人まで様々なスポーツが体験できるイベント。各会場で自由に好きなスポーツに挑戦できるほか、トップアスリートや大道芸によるパフォーマンスも実施。,500,無料,江東区地域振興部 スポーツ振興課,(03)3647-4887,江東区,江東区夢の島競技場,江東区夢の島1-1-2,35.648623,139.824323,地下鉄有楽町・JR京葉線・りんかい線「新木場」駅下車徒歩5分。※当日は区内無料巡回バスを運行,なし,1000,2019/7/26,23:59,当日直接会場へ,https://www.city.koto.lg.jp/104010/bunkasports/sports/taikai/famisupo2019.html,レース参加者は申込当選通知着後、令和元年8月25日(日曜日)までに竪川河川敷公園カヌー・カヤック場で事前体験必須。（30分／300円）,135-8383,日本体育大学、（株）ムラサキスポーツ、川村義肢（株）、江東区スポーツ推進委員会、江東スポーツ施設運営パートナーズ、（株）フクシ・エンタープライズ,小学校低学年以下の参加には保護者の同伴が必要,0,0,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,第39回江東シーサイドマラソン大会,ダイサンジュウキュウカイコウトウシーサイドマラソンタイカイ,Koto-City Seaside Marathon Tournament 2019,スポーツ,2019-11-24,2019-11-24,8:40,12:00,なし,夢の島競技場を発着点にハーフマラソンの部と10kmの部で行われる（公財）日本陸連公認大会で、区南部を潮風に乗って走る江東区ならではの大会。,5000,ハーフマラソン　5000円、１０Km　4500円,江東シーサイドマラソン大会実行委員会事務局（江東区地域振興部スポーツ振興課内）,(03)3647-4894,江東区、江東区教育委員会、江東区体育協会、江東シーサイドマラソン大会実行委員会、江東区陸上競技協会、（公財）江東区健康スポーツ公社,江東区夢の島競技場（スタート・フィニッシュ）,江東区夢の島1-1-2,35.648623,139.824323,地下鉄有楽町・JR京葉線・りんかい線「新木場」駅下車徒歩5分,なし,4000,2019/8/8,23:59,電話、インターネット（パソコン、スマートフォン）,https://www.city.koto.lg.jp/bunkasports/sports/taikai/seaside/index.html,【電話申込】令和元年8月1日（木曜日）から8月8日（木曜日）まで受付：午前10時から午後5時30分まで（土曜日・日曜日・祝日は除く）申込先：0570-039-846/【インターネット申込（パソコン・スマートフォン）】令和元年8月1日（木曜日）から8月8日（木曜日）まで「スポーツエントリー」から申込※受付：24時間※会員登録（無料）が必要,135-8383,後援（江東区スポーツ推進委員会、(公財)東京陸上競技協会、江東区商店街連合会、(一社)東京都江東産業連盟、東京新木場木材商工協同組合）,（1）国籍を問わず、2019年4月1日現在16歳以上の健康な方/（2）ハーフマラソンを、2時間30分以内で完走できる方/（3）10kmを、1時間15分以内で完走できる方※50歳以上(大会当日年齢)の方は、一般の部への参加は不可,0,0,情報なし,https://koto-kanko.jp/theme/detail_spot.php?id=S00096,当ウェブサイトで使用されている文書や画像などの著作権は、一般社団法人江東区観光協会または原著作者が所有しています。当ウェブサイトで使用されているこれら文書や画像などの無断使用・転載はご遠慮ください。,情報なし,2020-12-18
江東区,おはなし会(江東図書館),オハナシカイ(コウトウトショカン),KotoCity library Storytelling for children,その他,2020-04-01,2021-03-31,詳細はホームページをご覧ください。,詳細はホームページをご覧ください。,令和2年度の予定,幼児向け、小学生向け、赤ちゃん向けのおはなし会を実施しています。詳細はホームページをご覧ください。,5000,ハーフマラソン　5000円、１０Km　4500円,江東図書館,(03)3640-3151,江東図書館,江東図書館,東京都江東区南砂6-7-52,35.671665,139.833984,最寄バス停 　亀21・南砂6丁目(徒歩約2分) 亀23・南砂3丁目みどり団地(徒歩約5分) 　最寄駅 　東京メトロ東西線・南砂町駅(2番a出口徒歩約6分),身障者用：１台（無料）,4000,2019/8/8,23:59,申込不要,https://www.koto-lib.tokyo.jp,第5水曜日は映画会,136-0076,後援（江東区スポーツ推進委員会、(公財)東京陸上競技協会、江東区商店街連合会、(一社)東京都江東産業連盟、東京新木場木材商工協同組合）,詳細はホームページをご覧ください。,0,0,情報なし,https://www.koto-lib.tokyo.jp/tabid90.html,本サイト上の文書・画像などの無断使用・転載、二次利用を禁止します。,情報なし,2020-12-18
江東区,おはなし会（深川図書館）,オハナシカイ(フカガワトショカン）,KotoCity library Storytelling for children,その他,2020-04-01,2021-03-31,詳細はホームページをご覧ください。,詳細はホームページをご覧ください。,令和2年度の予定,幼児向け、小学生向け、赤ちゃん向けのおはなし会を実施しています。詳細はホームページをご覧ください。,5000,ハーフマラソン　5000円、１０Km　4500円,深川図書館,(03)3641-0062,深川図書館,深川図書館,東京都江東区清澄3-3-39,35.678951,139.796844,最寄バス停 　平野1丁目(徒歩約3分) 　最寄駅 　東京メトロ 半蔵門線・都営地下鉄 大江戸線 清澄白河駅(徒歩約7分),なし,4000,2019/8/8,23:59,申込不要,https://www.koto-lib.tokyo.jp,第5水曜日は映画会,135-0024,後援（江東区スポーツ推進委員会、(公財)東京陸上競技協会、江東区商店街連合会、(一社)東京都江東産業連盟、東京新木場木材商工協同組合）,詳細はホームページをご覧ください。,0,0,情報なし,https://www.koto-lib.tokyo.jp/tabid92.html,本サイト上の文書・画像などの無断使用・転載、二次利用を禁止します。,情報なし,2020-12-18
江東区,おはなし会（白河こどもとしょかん）,オハナシカイ（シラカワコドモトショカン）,KotoCity library Storytelling for children,その他,2020-04-01,2021-03-31,詳細はホームページをご覧ください。,詳細はホームページをご覧ください。,令和2年度の予定,幼児向け、小学生向け、赤ちゃん向けのおはなし会を実施しています。詳細はホームページをご覧ください。,5000,ハーフマラソン　5000円、１０Km　4500円,白河こどもとしょかん,(03)3643-7439,白河こどもとしょかん,白河こどもとしょかん,東京都江東区白河4-3-19,35.682064,139.808975,最寄バス停 　白河(徒歩約5分)・石島(徒歩約7分) 最寄駅 　都営大江戸線 清澄白河駅(徒歩約8分),なし,4000,2019/8/8,23:59,申込不要,https://www.koto-lib.tokyo.jp,第5水曜日は映画会,135-0021,後援（江東区スポーツ推進委員会、(公財)東京陸上競技協会、江東区商店街連合会、(一社)東京都江東産業連盟、東京新木場木材商工協同組合）,詳細はホームページをご覧ください。,0,0,情報なし,https://www.koto-lib.tokyo.jp/tabid110.html,本サイト上の文書・画像などの無断使用・転載、二次利用を禁止します。,情報なし,2020-12-18
江東区,おはなし会（東陽図書館）,オハナシカイ（トウヨウトショカン）,KotoCity library Storytelling for children,その他,2020-04-01,2021-03-31,詳細はホームページをご覧ください。,詳細はホームページをご覧ください。,令和2年度の予定,幼児向け、小学生向け、赤ちゃん向けのおはなし会を実施しています。詳細はホームページをご覧ください。,5000,ハーフマラソン　5000円、１０Km　4500円,東陽図書館,(03)3644-6121,東陽図書館,東陽図書館,東京都江東区東陽2-3-6,35.66724,139.81665,最寄バス停 　東陽町駅(徒歩約5分) 最寄駅 　東京メトロ東西線 東陽町駅(徒歩約5分),一般用：有料,4000,2019/8/8,23:59,申込不要,https://www.koto-lib.tokyo.jp,第5水曜日は映画会,135-0016,後援（江東区スポーツ推進委員会、(公財)東京陸上競技協会、江東区商店街連合会、(一社)東京都江東産業連盟、東京新木場木材商工協同組合）,詳細はホームページをご覧ください。,1,0,情報なし,https://www.koto-lib.tokyo.jp/tabid94.html,本サイト上の文書・画像などの無断使用・転載、二次利用を禁止します。,情報なし,2020-12-18
江東区,おはなし会（豊洲図書館）,オハナシカイ（トヨストショカン）,KotoCity library Storytelling for children,その他,2020-04-01,2021-03-31,詳細はホームページをご覧ください。,詳細はホームページをご覧ください。,令和2年度の予定,幼児向け、小学生向け、赤ちゃん向けのおはなし会を実施しています。詳細はホームページをご覧ください。,5000,ハーフマラソン　5000円、１０Km　4500円,豊洲図書館,(03)3536-5931,豊洲図書館,豊洲図書館,東京都江東区豊洲2-2-18,35.653988,139.795425,最寄バス停 　豊洲駅前(徒歩2分) 　最寄駅 　東京メトロ有楽町線 豊洲駅7番出口(徒歩1分) 新交通ゆりかもめ 豊洲駅(改札フロア直結),一般用：有料　身障者用：５割減額,4000,2019/8/8,23:59,申込不要,https://www.koto-lib.tokyo.jp,不定期で土曜日,135-0061,後援（江東区スポーツ推進委員会、(公財)東京陸上競技協会、江東区商店街連合会、(一社)東京都江東産業連盟、東京新木場木材商工協同組合）,詳細はホームページをご覧ください。,0,0,情報なし,https://www.koto-lib.tokyo.jp/tabid96.html,本サイト上の文書・画像などの無断使用・転載、二次利用を禁止します。,情報なし,2020-12-18
江東区,おはなし会（東雲図書館）,オハナシカイ（シノノメトショカン）,KotoCity library Storytelling for children,その他,2020-04-01,2021-03-31,詳細はホームページをご覧ください。,詳細はホームページをご覧ください。,令和2年度の予定,幼児向け、小学生向け、赤ちゃん向けのおはなし会を実施しています。詳細はホームページをご覧ください。,5000,ハーフマラソン　5000円、１０Km　4500円,東雲図書館,(03)3529-1141,東雲図書館,東雲図書館,東京都江東区東雲2-7-5-201,35.642372,139.80545,最寄バス停 　深川車庫(徒歩約5分) 最寄駅 　りんかい線東雲駅 北口改札より徒歩約10分 　東京メトロ有楽町線 辰巳駅1番出口より徒歩約10分,身障者用：２台無料,4000,2019/8/8,23:59,申込不要,https://www.koto-lib.tokyo.jp,不定期で土曜日,135-0062,後援（江東区スポーツ推進委員会、(公財)東京陸上競技協会、江東区商店街連合会、(一社)東京都江東産業連盟、東京新木場木材商工協同組合）,詳細はホームページをご覧ください。,0,0,情報なし,https://www.koto-lib.tokyo.jp/tabid98.html,本サイト上の文書・画像などの無断使用・転載、二次利用を禁止します。,情報なし,2020-12-18
江東区,おはなし会（古石場図書館）,オハナシカイ（フルイシバトショカン）,KotoCity library Storytelling for children,その他,2020-04-01,2021-03-31,詳細はホームページをご覧ください。,詳細はホームページをご覧ください。,令和2年度の予定,幼児向け、小学生向け、赤ちゃん向けのおはなし会を実施しています。詳細はホームページをご覧ください。,5000,ハーフマラソン　5000円、１０Km　4500円,古石場図書館,(03)5245-3101,古石場図書館,古石場図書館,東京都江東区古石場2-13-2,35.666531,139.799423,最寄バス停 　富岡1丁目 (徒歩約10分) 最寄駅 　東京メトロ東西線 門前仲町駅 (徒歩約11分),一般用：有料　身障者用：５割減額,4000,2019/8/8,23:59,申込不要,https://www.koto-lib.tokyo.jp,不定期で土曜日,135-0045,後援（江東区スポーツ推進委員会、(公財)東京陸上競技協会、江東区商店街連合会、(一社)東京都江東産業連盟、東京新木場木材商工協同組合）,詳細はホームページをご覧ください。,1,0,情報なし,https://www.koto-lib.tokyo.jp/tabid100.html,本サイト上の文書・画像などの無断使用・転載、二次利用を禁止します。,情報なし,2020-12-18
江東区,おはなし会（城東図書館）,オハナシカイ（ジョウトウトショカン）,KotoCity library Storytelling for children,その他,2020-04-01,2021-03-31,詳細はホームページをご覧ください。,詳細はホームページをご覧ください。,令和2年度の予定,幼児向け、小学生向けのおはなし会を実施しています。詳細はホームページをご覧ください。,5000,ハーフマラソン　5000円、１０Km　4500円,城東図書館,(03)3637-2751,城東図書館,城東図書館,東京都江東区大島4-5-1,35.688911,139.826523,最寄バス停 　西大島駅前(徒歩約1分) 最寄駅 　都営地下鉄新宿線 西大島駅(徒歩約1分),一般用：有料　身障者用：無料,4000,2019/8/8,23:59,申込不要,https://www.koto-lib.tokyo.jp,不定期で土曜日,136-0072,後援（江東区スポーツ推進委員会、(公財)東京陸上競技協会、江東区商店街連合会、(一社)東京都江東産業連盟、東京新木場木材商工協同組合）,詳細はホームページをご覧ください。,1,0,情報なし,https://www.koto-lib.tokyo.jp/tabid102.html,本サイト上の文書・画像などの無断使用・転載、二次利用を禁止します。,情報なし,2020-12-18
江東区,おはなし会（亀戸図書館）,オハナシカイ（カメイドトショカン）,KotoCity library Storytelling for children,その他,2020-04-01,2021-03-31,詳細はホームページをご覧ください。,詳細はホームページをご覧ください。,令和2年度の予定,幼児向け、小学生向け、赤ちゃん向けのおはなし会を実施しています。詳細はホームページをご覧ください。,5000,ハーフマラソン　5000円、１０Km　4500円,亀戸図書館,(03)3636-6061,亀戸図書館,亀戸図書館,東京都江東区亀戸7-39-9,35.697147,139.839218,最寄バス停 　亀戸9丁目(徒歩約1分) 最寄駅 　JR総武線 亀戸駅(東口より徒歩約15分 / 都バス 亀26「今井行」乗車「亀戸9丁目」下車）,身障者用：無料,4000,2019/8/8,23:59,申込不要,https://www.koto-lib.tokyo.jp,不定期で土曜日,136-0071,後援（江東区スポーツ推進委員会、(公財)東京陸上競技協会、江東区商店街連合会、(一社)東京都江東産業連盟、東京新木場木材商工協同組合）,詳細はホームページをご覧ください。,0,0,情報なし,https://www.koto-lib.tokyo.jp/tabid104.html,本サイト上の文書・画像などの無断使用・転載、二次利用を禁止します。,情報なし,2020-12-18
江東区,おはなし会（砂町図書館）,オハナシカイ（スナマチトショカン）,KotoCity library Storytelling for children,その他,2020-04-01,2021-03-31,詳細はホームページをご覧ください。,詳細はホームページをご覧ください。,令和2年度の予定,幼児向け、小学生向け、赤ちゃん向けのおはなし会を実施しています。詳細はホームページをご覧ください。,5000,ハーフマラソン　5000円、１０Km　4500円,砂町図書館,(03)3640-4646,砂町図書館,砂町図書館,東京都江東区北砂5-1-7,35.680622,139.831345,最寄バス停 　北砂2丁目・北砂3丁目・北砂4丁目・北砂5丁目・北砂7丁目(各 徒歩約10分) 最寄駅 　都営新宿線 西大島駅(徒歩約20分),一般用：有料　身障者用：５割減額,4000,2019/8/8,23:59,申込不要,https://www.koto-lib.tokyo.jp,不定期で土曜日,136-0073,後援（江東区スポーツ推進委員会、(公財)東京陸上競技協会、江東区商店街連合会、(一社)東京都江東産業連盟、東京新木場木材商工協同組合）,詳細はホームページをご覧ください。,0,0,情報なし,https://www.koto-lib.tokyo.jp/tabid106.html,本サイト上の文書・画像などの無断使用・転載、二次利用を禁止します。,情報なし,2020-12-18
